what;added;who;when;bug_id;removed
Resolution;WONTFIX;darin.eclipse;2002-06-26 11:25:13 EDT;7197;---
Status;CLOSED;darin.eclipse;2002-06-26 11:25:21 EDT;7197;RESOLVED
Status;ASSIGNED;darin.eclipse;2004-04-20 10:51:30 EDT;58684;NEW
Priority;P2;darin.eclipse;2004-04-20 10:51:30 EDT;58684;P3
Target Milestone;3.0 M9;darin.eclipse;2004-04-20 10:51:30 EDT;58684;---
Assignee;Darin_Wright;eclipse;2004-04-20 17:07:47 EDT;58684;jdt-debug-inbox
Priority;P2;eclipse;2004-04-20 17:07:47 EDT;276111;P3
Target Milestone;3.5.1;eclipse;2004-04-20 17:07:47 EDT;276111;---
CC;pascal_rapicault;daniel_megert;2009-06-11 10:35:29 EDT;276111;
CC;markus_keller;markus_keller;2009-06-11 11:24:53 EDT;276111;
Assignee;Joe_Szurszewski;darin.eclipse;2002-05-23 23:58:38 EDT;17520;Darin_Wright
Priority;P2;darin.eclipse;2002-05-23 23:58:38 EDT;17520;P3
Target Milestone;2.0 F1;darin.eclipse;2002-05-23 23:58:38 EDT;17520;---
Status;NEW;darin.eclipse;2002-05-23 23:58:38 EDT;58684;ASSIGNED
Status;RESOLVED;eclipse;2004-04-20 17:08:33 EDT;58684;NEW
Resolution;FIXED;eclipse;2004-04-20 17:08:33 EDT;58684;---
Status;VERIFIED;darin.eclipse;2004-04-21 12:24:18 EDT;58684;RESOLVED
Status;ASSIGNED;daniel_megert;2009-06-12 08:58:07 EDT;276111;NEW
Flags;review?(markus_keller);daniel_megert;2009-06-12 09:09:38 EDT;276111;
Summary;[JUnit] classpath container doesn't pick up JUnit jars in shared installations;markus_keller;2009-06-12 10:01:35 EDT;276111;[JUnit] classpath container doesn't pick up Junit jars in shared installations
Status;ASSIGNED;darin.eclipse;2002-05-23 23:58:44 EDT;17520;NEW
Assignee;Darin_Swanson;eclipse;2002-05-24 11:52:30 EDT;17520;Joe_Szurszewski
Status;NEW;eclipse;2002-05-24 11:52:30 EDT;17520;ASSIGNED
Status;RESOLVED;eclipse;2002-05-24 11:53:25 EDT;17520;NEW
CC;luc_bourlier;eclipse;2004-05-04 12:40:05 EDT;58684;
Status;CLOSED;deboer;2005-06-29 18:02:55 EDT;58684;VERIFIED
Flags;review+;deboer;2005-06-29 18:02:55 EDT;276111;review?(markus_keller)
CC;bartleyj;daniel_megert;2009-06-20 02:26:28 EDT;276111;
Status;RESOLVED;daniel_megert;2009-06-25 07:36:21 EDT;276111;ASSIGNED
Resolution;FIXED;daniel_megert;2009-06-25 07:36:21 EDT;276111;---
Assignee;David_Audel;philippe_mulet;2002-12-05 09:52:36 EST;27616;jdt-core-inbox
Priority;P2;philippe_mulet;2002-12-05 09:52:36 EST;27616;P3
Target Milestone;2.1 M4;philippe_mulet;2002-12-05 09:52:36 EST;27616;---
Resolution;FIXED;philippe_mulet;2002-12-05 09:52:36 EST;17520;---
Target Milestone;2.0 F2;darin.eclipse;2002-05-27 12:44:12 EDT;17520;2.0 F1
Status;CLOSED;Darin_Swanson;2002-05-28 21:39:26 EDT;17520;RESOLVED
Priority;P2;darin.eclipse;2002-11-14 10:19:10 EST;26323;P3
Target Milestone;2.1 M4;darin.eclipse;2002-11-14 10:19:10 EST;26323;---
Assignee;Joe_Szurszewski;darin.eclipse;2002-12-06 13:29:58 EST;26323;jdt-debug-inbox
CC;KetanPadegaonkar;KetanPadegaonkar;2009-07-10 02:20:25 EDT;276111;
CC;maxp;daniel_megert;2009-07-10 09:14:40 EDT;276111;
CC;pwebster;pwebster;2009-07-10 10:00:03 EDT;276111;
CC;mohsens;markus_keller;2009-07-27 10:30:51 EDT;276111;
Target Milestone;2.1 M5;david_audel;2002-12-17 04:22:25 EST;27616;2.1 M4
Status;RESOLVED;david_audel;2003-01-22 11:05:20 EST;27616;NEW
Resolution;WORKSFORME;david_audel;2003-01-22 11:05:20 EST;27616;---
Status;CLOSED;sdavids;2003-04-10 10:30:27 EDT;27616;RESOLVED
Status;RESOLVED;darin.eclipse;2002-12-06 13:30:45 EST;26323;NEW
Resolution;FIXED;darin.eclipse;2002-12-06 13:30:45 EST;26323;---
CC;Darin_Wright;eclipse;2002-12-06 14:57:14 EST;26323;
Status;CLOSED;darin.eclipse;2002-12-09 17:23:37 EST;26323;RESOLVED
Assignee;eclipse;daniel_megert;2005-05-30 12:31:20 EDT;97307;jdt-text-inbox
Priority;P2;daniel_megert;2005-05-30 12:31:20 EDT;97307;P3
Summary;"[5.0][typing] completion for ""import static"" deletes all source before";daniel_megert;2005-05-30 12:31:20 EDT;97307;"[1.5][typing] completion for ""import static"" deletes all source before"
Target Milestone;2.1 M4;sdavids;2002-11-29 23:19:25 EST;27445;---
Blocks;;sdavids;2002-11-29 23:36:20 EST;27445;
Priority;P2;sdavids;2002-11-30 00:34:11 EST;27445;P3
CC;silvaran;daniel_megert;2009-08-14 04:21:24 EDT;276111;
Status;VERIFIED;markus_keller;2009-08-27 06:34:26 EDT;276111;RESOLVED
CC;johanh;markus_keller;2009-09-08 08:50:19 EDT;276111;
Target Milestone;---;markus_keller;2009-09-08 08:50:19 EDT;26323;2.1 M4
Target Milestone;3.1 RC2;markus_keller;2009-09-08 08:50:19 EDT;97307;---
Status;ASSIGNED;eclipse;2005-06-01 04:12:58 EDT;97307;NEW
CC;tobias_widmer;eclipse;2005-06-01 05:34:58 EDT;97307;
CC;eclipse, david_audel;eclipse;2005-06-01 05:45:49 EDT;97307;
Target Milestone;2.1 M5;darin.eclipse;2002-12-06 16:09:40 EST;27445;2.1 M4
Assignee;Darin_Swanson;darin.eclipse;2003-01-06 12:28:21 EST;27445;jdt-debug-inbox
Status;ASSIGNED;darin.eclipse;2003-01-06 12:28:31 EST;27445;NEW
CC;Darin_Swanson;Darin_Swanson;2003-01-07 14:57:37 EST;27445;
CC;andird;Olivier_Thomann;2009-09-10 13:04:22 EDT;276111;
CC;benno.baumgartner;daniel_megert;2009-09-15 05:09:43 EDT;276111;
CC;mauromol;daniel_megert;2009-09-24 04:12:16 EDT;276111;
Status;CLOSED;gergely.nagy;2011-06-04 10:11:12 EDT;276111;VERIFIED
CC;david_williams;david_williams;2004-02-11 13:28:28 EST;51704;
Assignee;jdt-text-inbox;aeschli;2004-02-11 13:50:30 EST;51704;jdt-ui-inbox
Component;Text;aeschli;2004-02-11 13:50:30 EST;51704;UI
Assignee;jdt-core-inbox;aeschli;2004-02-11 13:50:30 EST;97307;eclipse
Status;NEW;aeschli;2004-02-11 13:50:30 EST;97307;ASSIGNED
Component;Core;aeschli;2004-02-11 13:50:30 EST;97307;Text
Assignee;david_audel;philippe_mulet;2005-06-01 08:03:06 EDT;97307;jdt-core-inbox
Assignee;jared-eclipse;Darin_Swanson;2003-01-08 14:12:30 EST;27445;Darin_Swanson
Status;NEW;Darin_Swanson;2003-01-08 14:12:30 EST;27445;ASSIGNED
Status;RESOLVED;Darin_Swanson;2003-01-08 14:13:31 EST;27445;NEW
Resolution;FIXED;Darin_Swanson;2003-01-08 14:13:31 EST;27445;---
Assignee;jdt-text-inbox;dirk_baeumer;2005-02-25 06:30:51 EST;86579;jdt-ui-inbox
Component;Text;dirk_baeumer;2005-02-25 06:30:51 EST;86579;UI
CC;eclipse;daniel_megert;2005-02-25 10:08:38 EST;86579;
Assignee;eclipse;eclipse;2004-02-11 14:33:56 EST;51704;jdt-text-inbox
Severity;normal;eclipse;2004-02-11 14:33:56 EST;51704;enhancement
Priority;P2;eclipse;2004-02-11 14:33:56 EST;51704;P3
Target Milestone;3.0 M7;eclipse;2004-02-11 14:33:56 EST;51704;---
Status;RESOLVED;aeschli;2002-04-01 09:58:02 EST;9930;NEW
Resolution;WORKSFORME;aeschli;2002-04-01 09:58:02 EST;9930;---
Status;CLOSED;gkarasiuk;2006-07-10 06:55:44 EDT;9930;RESOLVED
Status;RESOLVED;david_audel;2005-06-01 08:33:43 EDT;97307;NEW
Resolution;FIXED;david_audel;2005-06-01 08:33:43 EDT;97307;---
Blocks;;eclipse;2005-06-01 09:33:22 EDT;97307;
CC;martin_aeschlimann;david_audel;2005-06-02 03:22:08 EDT;97307;
Status;VERIFIED;jared_burns;2003-01-08 18:12:18 EST;27445;RESOLVED
Status;REOPENED;sdavids;2003-04-10 10:16:51 EDT;27445;VERIFIED
Resolution;---;sdavids;2003-04-10 10:16:51 EDT;27445;FIXED
Assignee;Darin_Swanson;jared_burns;2003-04-10 11:15:08 EDT;27445;jared-eclipse
Status;ASSIGNED;jared_burns;2003-04-10 11:15:08 EDT;86579;NEW
Keywords;performance;jared_burns;2003-04-10 11:15:08 EDT;86579;
CC;Tod_Creasey;Tod_Creasey;2005-03-07 11:44:04 EST;86579;
CC;cyril.adrian;daniel_megert;2005-03-09 07:23:46 EST;86579;
Severity;major;eclipse;2004-02-11 15:19:02 EST;51704;normal
Status;ASSIGNED;eclipse;2004-02-11 15:19:02 EST;51704;NEW
Status;RESOLVED;eclipse;2004-02-12 06:31:37 EST;51704;ASSIGNED
Resolution;FIXED;eclipse;2004-02-12 06:31:37 EST;51704;---
Status;VERIFIED;Olivier_Thomann;2005-06-06 15:38:31 EDT;97307;RESOLVED
Status;CLOSED;Olivier_Thomann;2005-06-10 12:25:46 EDT;97307;VERIFIED
CC;David_Audel;erich_gamma;2002-06-20 18:04:40 EDT;20737;
CC;paulacox;paulacox;2002-06-20 18:06:22 EDT;20737;
Status;RESOLVED;jsholl;2002-06-26 11:18:51 EDT;20737;NEW
Status;NEW;jsholl;2002-06-26 11:18:51 EDT;27445;REOPENED
Target Milestone;2.2;jsholl;2002-06-26 11:18:51 EDT;27445;2.1 M5
Status;RESOLVED;jared_burns;2003-04-10 11:15:39 EDT;27445;NEW
Resolution;FIXED;jared_burns;2003-04-10 11:15:39 EDT;27445;---
Severity;major;daniel_megert;2005-03-09 07:24:01 EST;86579;normal
Priority;P2;daniel_megert;2005-03-09 07:24:01 EST;86579;P3
Target Milestone;3.1;daniel_megert;2005-03-09 07:24:01 EST;86579;---
CC;mkolb;eclipse;2005-03-15 04:57:12 EST;86579;
Status;VERIFIED;daniel_megert;2004-02-13 09:17:30 EST;51704;RESOLVED
Status;REOPENED;kitlo;2004-02-13 10:36:46 EST;51704;VERIFIED
Resolution;---;kitlo;2004-02-13 10:36:46 EST;51704;FIXED
Status;RESOLVED;eclipse;2004-02-13 10:45:29 EST;51704;REOPENED
Resolution;FIXED;eclipse;2004-02-13 10:45:29 EST;20737;---
Status;CLOSED;cbridgha;2005-03-01 15:49:55 EST;20737;RESOLVED
Status;VERIFIED;Darin_Swanson;2003-04-10 12:05:33 EDT;27445;RESOLVED
Status;CLOSED;sdavids;2003-04-11 08:10:37 EDT;27445;VERIFIED
Status;REOPENED;sdavids;2003-08-07 07:53:25 EDT;27445;CLOSED
Resolution;---;sdavids;2003-08-07 07:53:25 EDT;27445;FIXED
Assignee;Erich_Gamma;akiezun;2002-12-09 04:09:37 EST;27889;jdt-ui-inbox
Priority;P2;erich_gamma;2003-02-20 09:43:40 EST;27889;P3
Target Milestone;2.1 RC2;erich_gamma;2003-02-20 09:43:40 EST;27889;---
CC;erich_gamma;dirk_baeumer;2003-05-05 13:07:22 EDT;37231;
Summary;Qualified Name if you create a test case [JUnit];dirk_baeumer;2003-05-05 13:07:22 EDT;37231;[JUnit] qualified Name if you create a test case
CC;;dirk_baeumer;2003-05-08 06:56:02 EDT;37231;erich_gamma
CC;philippe_mulet;daniel_megert;2005-03-22 11:40:22 EST;86579;
CC;jschnab;eclipse;2005-04-04 10:24:47 EDT;86579;
CC;igorfie;igor;2005-04-04 12:58:18 EDT;86579;
CC;david_audel;philippe_mulet;2005-04-04 19:23:28 EDT;86579;
Resolution;FIXED;philippe_mulet;2005-04-04 19:23:28 EDT;51704;---
Status;CLOSED;kitlo;2006-11-16 11:49:18 EST;51704;RESOLVED
Assignee;luc_bourlier;Darin_Swanson;2003-08-07 13:14:51 EDT;27445;Darin_Swanson
Status;NEW;Darin_Swanson;2003-08-07 13:14:51 EDT;27445;REOPENED
Status;RESOLVED;Darin_Swanson;2003-08-07 13:15:06 EDT;27445;NEW
Resolution;FIXED;Darin_Swanson;2003-08-07 13:15:06 EDT;27445;---
Assignee;adam_kiezun;erich_gamma;2003-02-20 13:21:49 EST;27889;erich_gamma
Assignee;erich_gamma;erich_gamma;2003-02-20 13:21:49 EST;37231;jdt-ui-inbox
Priority;P2;erich_gamma;2003-02-20 13:21:49 EST;37231;P3
CC;rfaust;erich_gamma;2003-05-11 16:13:04 EDT;37231;
Severity;major;erich_gamma;2003-05-11 16:13:04 EDT;37231;normal
Priority;P2;daniel_megert;2010-11-17 03:28:09 EST;330428;P3
Target Milestone;3.7 M4;daniel_megert;2010-11-17 03:28:09 EST;330428;---
Status;CLOSED;Olivier_Thomann;2010-11-17 08:46:35 EST;330428;NEW
Assignee;eclipse;eclipse;2005-04-07 06:32:42 EDT;86579;jdt-text-inbox
Status;NEW;eclipse;2005-04-07 06:32:42 EDT;86579;ASSIGNED
Target Milestone;3.1 M7;eclipse;2005-04-07 06:32:42 EDT;86579;3.1
Status;ASSIGNED;eclipse;2005-04-07 06:32:53 EDT;86579;NEW
Status;RESOLVED;philippe_mulet;2002-06-20 07:49:20 EDT;20531;NEW
Resolution;LATER;philippe_mulet;2002-06-20 07:49:20 EDT;20531;---
Status;CLOSED;philippe_mulet;2004-03-24 12:10:49 EST;20531;RESOLVED
Status;VERIFIED;eclipse;2003-08-08 11:41:24 EDT;27445;RESOLVED
Status;CLOSED;sdavids;2003-08-14 10:45:08 EDT;27445;VERIFIED
CC;nitind;nitind;2010-11-21 22:46:07 EST;330765;
CC;ankur_sharma;ankur_sharma;2010-11-22 06:14:55 EST;330765;
Target Milestone;3.7;ankur_sharma;2010-11-22 06:14:55 EST;330765;---
CC;martin_aeschlimann;erich_gamma;2003-05-11 16:13:24 EDT;37231;
Status;RESOLVED;aeschli;2003-05-12 09:16:03 EDT;37231;NEW
Resolution;FIXED;aeschli;2003-05-12 09:16:03 EDT;37231;---
Status;CLOSED;sdavids;2003-06-05 07:51:11 EDT;37231;RESOLVED
CC;Olivier_Thomann;sdavids;2003-06-05 07:51:11 EDT;330428;
Resolution;DUPLICATE;sdavids;2003-06-05 07:51:11 EDT;330428;---
Status;RESOLVED;eclipse;2005-04-07 06:57:23 EDT;86579;ASSIGNED
Resolution;FIXED;eclipse;2005-04-07 06:57:23 EDT;86579;---
CC;aks;david_audel;2005-04-18 09:36:17 EDT;86579;
CC;n1mxv;eclipse;2005-04-21 14:31:01 EDT;86579;
Target Milestone;3.0 M8;eclipse;2005-04-21 14:31:01 EDT;20531;---
Resolution;WONTFIX;denis.roy;2009-08-30 02:21:23 EDT;20531;LATER
Assignee;jdt-core-inbox;denis.roy;2009-08-30 02:21:23 EDT;20531;philippe_mulet
Priority;P2;cwindatt;2010-11-22 10:17:14 EST;330765;P3
CC;cwindatt;cwindatt;2010-11-22 10:17:14 EST;330765;
Target Milestone;3.7 M4;cwindatt;2010-11-22 10:17:14 EST;330765;3.7
CC;daniel_megert;daniel_megert;2010-11-22 11:12:49 EST;330765;
Target Milestone;2.0 M3;darin.eclipse;2002-01-15 11:39:15 EST;6614;---
Assignee;jared-eclipse;darin.eclipse;2002-01-30 12:55:10 EST;6614;Darin_Wright
Status;ASSIGNED;darin.eclipse;2002-01-30 12:55:17 EST;6614;NEW
Assignee;Darin_Wright;jeffmcaffer;2001-10-11 00:07:58 EDT;1705;Darin_Swanson
Severity;critical;darin.eclipse;2001-11-28 15:41:10 EST;1705;normal
Priority;P1;darin.eclipse;2001-11-28 15:41:10 EST;1705;P3
CC;vpt;david_audel;2005-04-29 04:51:13 EDT;86579;
Status;CLOSED;eclipse2;2007-01-04 20:10:51 EST;86579;RESOLVED
Component;UI;eclipse2;2007-01-04 20:10:51 EST;330765;UI
Version;3.7;eclipse2;2007-01-04 20:10:51 EST;330765;3.6
Assignee;jdt-ui-inbox;eclipse2;2007-01-04 20:10:51 EST;330765;pde-ui-inbox
Product;JDT;eclipse2;2007-01-04 20:10:51 EST;330765;PDE
Priority;P2;darin.eclipse;2002-02-26 11:05:49 EST;6614;P1
Target Milestone;2.0 M5;darin.eclipse;2002-02-26 11:05:49 EST;6614;2.0 M3
Status;RESOLVED;darin.eclipse;2002-03-18 15:11:07 EST;6614;ASSIGNED
Resolution;LATER;darin.eclipse;2002-03-18 15:11:07 EST;6614;---
Severity;normal;darin.eclipse;2001-11-30 11:00:37 EST;1705;critical
Priority;P2;darin.eclipse;2002-01-02 11:39:52 EST;1705;P1
Status;RESOLVED;darin.eclipse;2002-02-26 14:52:57 EST;1705;NEW
Resolution;LATER;darin.eclipse;2002-02-26 14:52:57 EST;1705;---
Priority;P2;darin.eclipse;2002-03-25 11:14:34 EST;10197;P3
Summary;"Should support ""debug in server mode"" - connector extension";darin.eclipse;2002-03-25 11:14:34 EST;10197;"Should support ""debug in server mode"""
Target Milestone;2.0 M5;darin.eclipse;2002-03-25 11:14:34 EST;10197;---
Status;CLOSED;daniel_megert;2010-11-22 11:18:18 EST;330765;NEW
Component;Core;daniel_megert;2010-11-22 11:18:18 EST;330765;UI
Resolution;DUPLICATE;daniel_megert;2010-11-22 11:18:18 EST;330765;---
Assignee;jdt-core-inbox;daniel_megert;2010-11-22 11:18:18 EST;330765;jdt-ui-inbox
Assignee;Darin_Wright;Darin_Swanson;2002-06-26 10:22:43 EDT;6614;jared-eclipse
Status;NEW;Darin_Swanson;2002-06-26 10:22:43 EDT;6614;RESOLVED
Target Milestone;---;Darin_Swanson;2002-06-26 10:22:43 EDT;6614;2.0 M5
Status;RESOLVED;Darin_Swanson;2002-06-26 11:16:52 EDT;6614;NEW
Status;CLOSED;darin.eclipse;2004-08-26 09:39:17 EDT;1705;RESOLVED
Resolution;WONTFIX;denis.roy;2009-08-30 02:23:04 EDT;1705;LATER
Assignee;jdt-debug-inbox;denis.roy;2009-08-30 02:23:04 EDT;1705;Darin_Wright
Status;ASSIGNED;darin.eclipse;2002-03-27 14:20:49 EST;10197;NEW
Status;RESOLVED;darin.eclipse;2002-04-01 15:10:00 EST;10197;ASSIGNED
Resolution;LATER;darin.eclipse;2002-04-01 15:10:00 EST;10197;---
Target Milestone;---;darin.eclipse;2002-04-01 15:10:00 EST;10197;2.0 M5
Priority;P2;darin.eclipse;2002-03-13 10:38:08 EST;11243;P3
Target Milestone;2.0 M5;darin.eclipse;2002-03-13 10:38:08 EST;11243;---
Status;RESOLVED;eclipse;2002-03-19 14:20:33 EST;11243;NEW
Severity;enhancement;darin.eclipse;2002-08-28 10:55:49 EDT;6614;normal
Status;CLOSED;darin.eclipse;2004-07-29 13:38:55 EDT;6614;RESOLVED
Resolution;WONTFIX;webmaster;2009-08-30 02:43:12 EDT;6614;LATER
Assignee;jdt-debug-inbox;webmaster;2009-08-30 02:43:12 EDT;6614;Darin_Wright
Status;RESOLVED;darin.eclipse;2002-03-18 15:15:07 EST;11595;NEW
Resolution;LATER;darin.eclipse;2002-03-18 15:15:07 EST;11595;---
Status;REOPENED;darin.eclipse;2002-08-28 15:14:26 EDT;11595;RESOLVED
Severity;enhancement;darin.eclipse;2002-08-28 11:01:24 EDT;10197;normal
Status;CLOSED;darin.eclipse;2004-08-26 09:45:23 EDT;10197;RESOLVED
Resolution;WONTFIX;webmaster;2009-08-30 02:43:00 EDT;10197;LATER
Assignee;jdt-debug-inbox;webmaster;2009-08-30 02:43:00 EDT;10197;Darin_Wright
Resolution;LATER;webmaster;2009-08-30 02:43:00 EDT;11243;---
Status;NEW;Darin_Swanson;2002-06-26 10:22:46 EDT;11243;RESOLVED
Target Milestone;---;Darin_Swanson;2002-06-26 10:22:46 EDT;11243;2.0 M5
Status;RESOLVED;Darin_Swanson;2002-06-26 11:16:34 EDT;11243;NEW
Resolution;---;Darin_Swanson;2002-06-26 11:16:34 EDT;11595;LATER
Target Milestone;2.1;Darin_Swanson;2002-06-26 11:16:34 EDT;11595;---
Target Milestone;2.1 M2;darin.eclipse;2002-09-23 15:30:11 EDT;11595;2.1
Severity;enhancement;darin.eclipse;2002-10-07 11:32:36 EDT;11595;normal
Status;RESOLVED;darin.eclipse;2002-04-02 13:30:12 EST;12327;NEW
Resolution;LATER;darin.eclipse;2002-04-02 13:30:12 EST;12327;---
Status;CLOSED;Darin_Swanson;2002-07-08 12:43:20 EDT;12327;RESOLVED
Assignee;jared-eclipse;jared_burns;2002-05-10 10:48:58 EDT;15737;Darin_Wright
Status;ASSIGNED;jared_burns;2002-05-10 10:49:02 EDT;15737;NEW
Priority;P2;darin.eclipse;2002-05-10 10:57:14 EDT;15737;P3
Severity;enhancement;darin.eclipse;2002-08-28 11:14:55 EDT;11243;normal
Status;CLOSED;darin.eclipse;2004-06-15 14:35:02 EDT;11243;RESOLVED
Resolution;WONTFIX;denis.roy;2009-08-30 02:22:34 EDT;11243;LATER
Assignee;jdt-debug-inbox;denis.roy;2009-08-30 02:22:34 EDT;11243;Darin_Wright
Priority;P2;darin.eclipse;2002-05-23 23:49:17 EDT;16887;P3
Target Milestone;2.0 F1;darin.eclipse;2002-05-23 23:49:17 EDT;16887;---
Target Milestone;2.0 F2;darin.eclipse;2002-05-27 12:31:45 EDT;16887;2.0 F1
Status;RESOLVED;darin.eclipse;2002-05-27 12:31:45 EDT;11595;REOPENED
Resolution;LATER;darin.eclipse;2002-05-27 12:31:45 EDT;11595;---
Summary;Deferred Hot Swap;darin.eclipse;2002-05-27 12:31:45 EDT;11595;Do not hotswap unloaded types
Target Milestone;---;darin.eclipse;2002-05-27 12:31:45 EDT;11595;2.1 M2
Resolution;WONTFIX;webmaster;2009-08-30 02:36:50 EDT;12327;LATER
Assignee;jdt-debug-inbox;webmaster;2009-08-30 02:36:50 EDT;12327;Darin_Wright
Target Milestone;2.0 M6;webmaster;2009-08-30 02:36:50 EDT;15737;---
CC;darin_wright;jared_burns;2002-05-10 10:57:14 EDT;15737;
Status;RESOLVED;darin.eclipse;2002-05-21 11:27:16 EDT;15737;ASSIGNED
Resolution;LATER;darin.eclipse;2002-05-21 11:27:16 EDT;15737;---
Status;RESOLVED;darin.eclipse;2002-05-30 18:44:51 EDT;16887;NEW
Resolution;LATER;darin.eclipse;2002-05-30 18:44:51 EDT;16887;---
Target Milestone;---;darin.eclipse;2002-05-30 18:44:57 EDT;16887;2.0 F2
Severity;enhancement;darin.eclipse;2002-08-28 11:37:53 EDT;16887;normal
Assignee;Darin_Swanson;darin.eclipse;2002-05-25 17:52:17 EDT;17863;Darin_Wright
Target Milestone;2.0 F1;darin.eclipse;2002-05-25 17:52:17 EDT;17863;---
Status;ASSIGNED;darin.eclipse;2002-05-25 17:52:24 EDT;17863;NEW
Summary;[hcr] Deferred Hot Swap;darin.eclipse;2006-05-15 15:00:06 EDT;11595;Deferred Hot Swap
Status;CLOSED;darin.eclipse;2006-06-14 11:25:02 EDT;11595;RESOLVED
Resolution;WONTFIX;webmaster;2009-08-30 02:36:49 EDT;11595;LATER
Assignee;jdt-debug-inbox;webmaster;2009-08-30 02:36:49 EDT;11595;Darin_Wright
Assignee;Erich_Gamma;dejan;2002-05-31 14:45:29 EDT;18494;dejan
Product;JDT;dejan;2002-05-31 14:45:29 EDT;18494;PDE
Component;Debug;dejan;2002-05-31 14:45:38 EDT;18494;UI
Assignee;Darin_Wright;Darin_Swanson;2002-06-26 10:22:46 EDT;15737;jared-eclipse
Status;NEW;Darin_Swanson;2002-06-26 10:22:46 EDT;15737;RESOLVED
Target Milestone;---;Darin_Swanson;2002-06-26 10:22:46 EDT;15737;2.0 M6
Summary;[classpath tab] Advanced Options;darin.eclipse;2004-07-29 15:30:17 EDT;16887;Advanced Options
Status;REOPENED;darin.eclipse;2005-11-03 09:42:25 EST;16887;RESOLVED
Resolution;---;darin.eclipse;2005-11-03 09:42:25 EST;16887;LATER
Target Milestone;3.2;darin.eclipse;2005-11-03 09:42:25 EST;16887;---
Target Milestone;2.0 F2;darin.eclipse;2002-05-27 12:40:23 EDT;17863;2.0 F1
CC;Darin_Wright;Darin_Swanson;2002-05-30 20:32:05 EDT;17863;
Status;RESOLVED;Darin_Swanson;2002-05-30 20:32:05 EDT;17863;ASSIGNED
Resolution;LATER;Darin_Swanson;2002-05-30 20:32:05 EDT;17863;---
Assignee;Darin_Wright;Darin_Swanson;2002-05-31 15:24:40 EDT;18494;Erich_Gamma
Status;ASSIGNED;darin.eclipse;2002-05-31 16:05:00 EDT;18494;NEW
Target Milestone;2.0 F2;darin.eclipse;2002-05-31 16:05:00 EDT;18494;---
Assignee;Luc_Bourlier;darin.eclipse;2002-10-16 15:50:07 EDT;24862;jdt-debug-inbox
Priority;P2;darin.eclipse;2002-10-16 15:50:07 EDT;24862;P3
Target Milestone;2.1 M3;darin.eclipse;2002-10-16 15:50:07 EDT;24862;---
Status;RESOLVED;Darin_Swanson;2002-06-26 11:16:55 EDT;15737;NEW
Severity;enhancement;darin.eclipse;2002-08-28 11:29:42 EDT;15737;normal
Summary;"[preferences] Step filter and ""suspend on..."" preferences can be moved into JDT Debug Core";darin.eclipse;2006-05-15 15:00:32 EDT;15737;"Step filter and ""suspend on..."" preferences can be moved into JDT Debug Core"
CC;Michael_Rennie;darin.eclipse;2005-11-28 09:44:09 EST;16887;
Status;RESOLVED;darin.eclipse;2006-02-22 10:46:20 EST;16887;REOPENED
Resolution;LATER;darin.eclipse;2006-02-22 10:46:20 EST;16887;---
Target Milestone;---;darin.eclipse;2006-02-22 10:46:20 EST;17863;2.0 F2
Assignee;Darin_Wright;Darin_Swanson;2002-06-26 10:15:29 EDT;17863;Darin_Swanson
Status;NEW;Darin_Swanson;2002-06-26 10:15:29 EDT;17863;RESOLVED
Status;RESOLVED;Darin_Swanson;2002-06-26 11:16:46 EDT;17863;NEW
CC;Dejan;Darin_Swanson;2002-06-26 11:16:46 EDT;18494;
Status;NEW;darin.eclipse;2002-05-31 16:45:21 EDT;18494;ASSIGNED
Target Milestone;---;darin.eclipse;2002-05-31 16:45:21 EDT;18494;2.0 F2
Status;RESOLVED;darin.eclipse;2002-06-11 09:47:28 EDT;18494;NEW
Status;ASSIGNED;darin.eclipse;2002-10-16 15:50:15 EDT;24862;NEW
CC;darin_wright;eclipse;2002-10-16 15:50:15 EDT;24862;
Status;RESOLVED;eclipse;2002-10-25 12:19:24 EDT;24862;ASSIGNED
Resolution;FIXED;eclipse;2002-10-25 12:19:24 EDT;24862;---
Status;CLOSED;darin.eclipse;2006-06-14 11:27:28 EDT;15737;RESOLVED
Resolution;WONTFIX;denis.roy;2009-08-30 02:19:21 EDT;15737;LATER
Assignee;jdt-debug-inbox;denis.roy;2009-08-30 02:19:21 EDT;15737;Darin_Wright
Status;RESOLVED;Darin_Swanson;2003-01-16 11:50:41 EST;29646;NEW
Resolution;FIXED;Darin_Swanson;2003-01-16 11:50:41 EST;29646;---
Priority;P2;Darin_Swanson;2003-01-16 11:51:48 EST;29646;P3
Target Milestone;---;Darin_Swanson;2003-01-16 11:51:48 EST;16887;3.2
Summary;[java launching] Advanced Options;darin.eclipse;2006-05-11 15:43:28 EDT;16887;[classpath tab] Advanced Options
Status;CLOSED;darin.eclipse;2006-06-14 11:29:30 EDT;16887;RESOLVED
Resolution;WONTFIX;denis.roy;2009-08-30 02:22:00 EDT;16887;LATER
Summary;[scrapbook] Scrapbook editor makes Java action sets disappear;darin.eclipse;2006-05-11 12:48:49 EDT;17863;Scrapbook editor makes Java action sets disappear
Status;CLOSED;darin.eclipse;2006-06-14 13:52:49 EDT;17863;RESOLVED
Resolution;WONTFIX;denis.roy;2009-08-30 02:18:45 EDT;17863;LATER
