title,id,activity,status
2to3 should add from __future__ import print_statement,7141,2010-09-03.00:50:09,2
'macintosh' encoding alias for 'mac_roman',843590,2010-09-02.23:13:08,2
Can't build Python on POSIX w/o $HOME,959576,2010-09-02.18:36:01,2
setup.py install doesn't honor PYTHONUSERBASE,7299,2010-09-02.18:34:27,2
test_float fails on ARM Linux EABI with soft floating point,8265,2010-09-02.16:45:26,2
ABC issubclass/isinstance leaks in Python 2,9734,2010-09-02.01:28:36,2
Reserve COMPARE_OP for rich comparisons,9155,2010-09-02.00:23:45,2
Backport PEP 3132 (extended iterable unpacking),2340,2010-09-01.23:23:22,2
Add configure option to disable Py3k warnings,5362,2010-09-01.21:52:17,2
Return from generators in Python 3.2,9695,2010-09-01.21:42:14,2
Del on memoryview crashes CPython,9737,2010-09-01.21:20:52,2
"""Global Module Index"" link dead",9677,2010-09-01.21:03:01,2
array constructor and array.fromstring should accept bytearray.,8990,2010-09-01.20:30:46,2
cheatsheet outdated,9735,2010-09-01.19:19:14,2
Remove sys.setdefaultencoding(),9549,2010-09-01.18:56:18,2
PyUnicode_FromEncodedObject() uses PyObject_AsCharBuffer(),7415,2010-09-01.15:17:12,2
ssl.SSLSocket's keyfile argument seems to be ignored if specified without certfile,9711,2010-09-01.14:50:55,2
global function _add_one_to_index_C,3101,2010-09-01.13:03:11,2
socket.close() doesn't play well with __del__,808164,2010-08-31.21:21:22,2
Python 2.5.1 fails to build on AIX,1756343,2010-08-31.13:42:05,2
PythonD DJGPP-specific patch set for porting to DOS.,1351020,2010-08-31.04:32:18,2
Python Interpreter Crash,9718,2010-08-30.22:25:21,2
threading.local doesn't free attrs when assigning thread exits,1868,2010-08-30.22:01:57,2
Cookie and multiple names,1372650,2010-08-30.16:53:05,2
3.2 - zlib.pc.in is missing in source tree,9704,2010-08-30.16:37:43,2
semaphore errors on AIX 6.1,9700,2010-08-30.14:58:10,2
io doc improvements,9715,2010-08-30.14:23:20,2
default param values,9703,2010-08-30.02:34:21,2
csv module: add header row to DictWriter,1537721,2010-08-29.14:14:47,2
Proposal to implement comment rows in csv module,1225769,2010-08-29.13:40:43,2
tarfile library should support xz compression,8266,2010-08-29.11:43:58,2
SIZEOF_SOCKET_T not defined,4835,2010-08-28.20:55:54,2
limit dict.update() to a given list of keys,9705,2010-08-28.20:02:50,2
module wave does no rounding,1512791,2010-08-28.17:57:22,2
tkSimpleDialog broken on MacOS X (Aqua Tk),1111130,2010-08-28.14:36:51,2
distutils compiles extensions so that Python.h cannot be found,9053,2010-08-28.09:01:27,2
optparse and non-ascii help strings,4319,2010-08-27.23:01:48,2
removed string module use in distutils,3985,2010-08-27.21:45:05,2
"interactive interpreter, source encoding",5556,2010-08-27.21:01:03,2
Patch: simplify complex constant assignment statements,4327,2010-08-27.20:41:24,2
python 2.3.4  installation error on 64 bit env,9697,2010-08-27.15:40:17,2
"Cannot distinguish b""str"" from ""str"" in ast module.",9690,2010-08-27.13:18:12,2
2.7: wrong user site directory on Linux,8759,2010-08-27.01:21:46,2
PEP MemoryError with a lot of available memory gc not called,1524938,2010-08-26.21:21:29,2
IOError or OSError in test_multiprocessing,9572,2010-08-26.21:09:01,2
"pointer aliasing causes core dump, with workaround",1433886,2010-08-26.18:31:54,2
error locale.getlocale() with LANGUAGE=eu_ES,1223976,2010-08-26.17:24:36,2
Deleting first item causes anydbm.first() to fail,1394135,2010-08-26.16:19:13,2
Python2.4: building '_socket' extension fails with `INET_ADD,1078245,2010-08-26.15:23:03,2
in email can't get attachments' filenames using get_filename,1403349,2010-08-26.15:12:42,2
small typo in online documentation,9681,2010-08-26.14:31:05,2
threading.Timer poorly documented,9689,2010-08-26.14:30:26,2
backport 3.0-style \u/\U processing in raw strings when unicode_literals is imported from __future__,2570,2010-08-26.02:56:32,2
object.__basicsize__ is erroneously 0 on big-endian 64-bit machines (int vs Py_ssize_t),9688,2010-08-25.23:13:27,2
32-bit wchar_t doesn't need to be unsigned to be usable	(I think),8781,2010-08-25.19:21:24,2
PC/pyconfig.h should define SIZEOF_WCHAR_T,9684,2010-08-25.19:20:02,2
"Webserver TypeError: expected read buffer, NoneType found",1525343,2010-08-25.14:44:54,2
Create the DESTDIR as part of the make install process,1608267,2010-08-25.14:30:59,2
bdist_sunpkg distutils command,1589266,2010-08-25.13:39:40,2
Add in declaration order support for the dictionary passed in to the meta class __init__ and __new__ methods,9680,2010-08-25.13:38:24,2
"frozenset, when subclassed will yield warning upon call to super(...).__init__(iterable)",9659,2010-08-25.13:34:29,2
Add PYTHONFSENCODING environment variable,8622,2010-08-25.08:36:47,2
"unicode DNS names in socket, urllib, urlopen",1027206,2010-08-25.07:44:42,2
built-in compile() should take encoding option.,5911,2010-08-25.04:12:08,2
node.pre_order() does not do preorder traversal,9541,2010-08-25.03:43:35,2
parsedate and Y2K,1194222,2010-08-25.02:01:34,2
PyArg_ParseTuple corrections,1578999,2010-08-25.01:04:22,2
test_sqlite fails on OS X if test_ctypes is run,1581906,2010-08-24.22:26:59,2
ftplib doesn't follow standard,1576598,2010-08-24.22:22:15,2
Many of MutableSet's methods assume that the other parameter is not self,8750,2010-08-24.21:21:07,2
Keyword to disambiguate python version,9676,2010-08-24.21:07:10,2
code.InteractiveConsole() and closed sys.stdout,1563079,2010-08-24.20:42:51,2
New module: miniconf,1527597,2010-08-24.19:34:45,2
Patch to add docstrings to msvcrt,7579,2010-08-24.05:20:55,2
cgi.escape Can Lead To XSS Vulnerabilities,9061,2010-08-24.01:31:39,2
New BaseSMTPServer module,1057417,2010-08-23.23:44:19,2
ftplib should accept 250 on MKD,9601,2010-08-23.22:11:28,2
asyncore connect() and winsock errors,658749,2010-08-23.21:59:13,2
logging.handlers.RotatingFileHandler - mode argument not respected,9512,2010-08-23.10:39:33,2
please avoid 'which' in Modules/ld_so_aix,7742,2010-08-23.10:04:37,2
2to3 except fixer does the wrong thing for certain raise statements,9661,2010-08-22.23:51:48,2
Add circular imports test,9657,2010-08-22.20:48:07,2
wrong default for sort_keys in json module documentation,9649,2010-08-22.20:23:58,2
python -m unittest path_to_suite_function errors,7501,2010-08-22.19:50:23,2
make altinstall installs pydoc,1495488,2010-08-22.13:46:18,2
sgmllib.SGMLparser and hexadecimal numeric character refs,1459279,2010-08-22.10:45:52,2
Request: getpos() for sgmllib,849097,2010-08-22.10:44:01,2
sgmllib should allow angle brackets in quoted values,1504333,2010-08-22.10:40:37,2
crash in expat when compiling with --enable-profiling,1502517,2010-08-22.10:34:53,2
Socket-object convenience function: getpeercred().,1492240,2010-08-22.10:23:25,2
2.4.3 fails to find Tcl/Tk on Solaris 10 x86_64,1489246,2010-08-22.10:18:44,2
Standardise (and publish?) cache handling in standard library,9396,2010-08-22.08:51:32,2
dis.dis gives different results if Ctrl-C is pressed,8403,2010-08-22.08:40:32,2
Duplicate test method in test_heapq,7871,2010-08-22.08:12:25,2
Most Set methods of KeysView and ItemsView do not work right,9214,2010-08-22.08:02:24,2
Allow inspection of used decorators on a function,9157,2010-08-22.07:43:35,2
slice type is unhashable,1733184,2010-08-22.01:24:17,2
Fold slice constants,2268,2010-08-22.01:24:01,2
Python 2.4.2c1 fails to build on 64-bit Solaris 10,1306253,2010-08-22.01:04:31,2
traceback on trying to load a hotshot stats file,1303673,2010-08-22.01:03:24,2
Module-level stack scopes have incorrect bindings.,1748015,2010-08-22.00:31:21,2
Inconsistent use of buffer interface in string and unicode,1337876,2010-08-22.00:26:31,2
"Fixers find, rfind, etc in 'string' module",2899,2010-08-22.00:18:24,2
SRE: posix classes aren't supported,433029,2010-08-22.00:06:08,2
threads and profiler don't work together,231540,2010-08-22.00:05:47,2
2to3 does not fail as early as possible.,4596,2010-08-21.23:59:36,2
Enhanced hotshot profiler with high-resolution timer,2218,2010-08-21.23:57:05,2
Small case which hangs,1721518,2010-08-21.23:53:41,2
Major reworking of Python 2.5.2 re module,3825,2010-08-21.23:46:11,2
More verbose error message for Py_FindMethod,4475,2010-08-21.23:45:02,2
"calendar formatyearpage returns bytes, not str",4973,2010-08-21.23:38:30,2
compilation warning in Modules/zipimport.c,4659,2010-08-21.23:36:11,2
make the fix_dict fixer smarter,3417,2010-08-21.23:32:53,2
"optparse: ""1 2 3"" should be seen as one string",4320,2010-08-21.23:32:23,2
Compiler warnings when compiling Python 3.0 with a C89 compiler,4500,2010-08-21.23:26:55,2
"Can't compile with -O3, on ARM, with gcc 3.4.4",4594,2010-08-21.23:17:11,2
Multiple integer overflows in imgfile extension module lead to buffer overflow,2595,2010-08-21.23:09:18,2
Rewrite of docs for compiler.visitor,1081824,2010-08-21.23:07:31,2
tempfile misses usecase which requirs renaming,1390197,2010-08-21.23:06:18,2
HP-UX11i: illegal combination of compilation and link flags,1465838,2010-08-21.23:05:59,2
SocketServer creates non-blocking files,1434,2010-08-21.22:56:48,2
configure: WARNING: sys/socket.h: present but cannot be compiled,3246,2010-08-21.22:54:58,2
Python 2.5 fails to build on AIX 5.3 (xlc_r compiler),1637120,2010-08-21.22:48:16,2
"HPUX 11.00: socketmodule.c -- error 1588: ""AI_PASSIVE"" undefined.",7453,2010-08-21.22:46:08,2
"configure: error: cannot compute sizeof (int), 77",1234473,2010-08-21.22:43:01,2
sysconfig module does not support -m option,9171,2010-08-21.21:45:55,2
weakref.proxy unequal to its referent in 2.x,9658,2010-08-21.21:35:59,2
httplib/ftplib: timeout parameter not applied correctly,9641,2010-08-21.19:47:21,2
mmap with unsigned int offset and cross build for ppc,1291169,2010-08-21.19:34:32,2
Buffered IO shouldn't ignore incoming signals during a partial write,9617,2010-08-21.19:18:53,2
"Mark expected failures of test_math, test_cmath and test_round as such.",7251,2010-08-21.19:18:24,2
Python interpreter unnecessarily linked against c++ runtime,1254125,2010-08-21.18:55:19,2
getpass.getpass() performs differently on Windows vs *nix,1233785,2010-08-21.18:13:10,2
add warnings for intra-package imports,3444,2010-08-21.18:11:27,2
compiler module provides wrong AST for extended slice of length 1,9656,2010-08-21.18:01:03,2
tokenize bug,1230484,2010-08-21.17:06:34,2
Implement pkgutil APIs as described in PEP 376,4908,2010-08-21.16:58:39,2
Implement pkgutil APIs as described in PEP 376,8250,2010-08-21.16:51:07,2
httplib error checking.,1229646,2010-08-21.16:50:29,2
ZipFile __del__/close problem with longint/long files,1182788,2010-08-21.16:19:22,2
urllib2 fails to retrieve a url which is handled correctly by urllib,9655,2010-08-21.15:33:18,2
Compile fails on Darwin8 with --with-cxx=g++,1205568,2010-08-21.14:38:02,2
bsddb wrapper does not export some low-level functions,1149447,2010-08-21.12:28:14,2
incorrect handle of declaration in markupbase,1122916,2010-08-21.12:08:33,2
"2to3 doesn't convert ""file"" usage to an ""open"" equivalent",9648,2010-08-21.03:11:35,2
logging filter is not applied to messages from descendant loggers,9606,2010-08-19.19:18:41,2
Please add do-while guard to Py_DECREF etc.,1113244,2010-08-19.19:07:43,2
Mutable default function parameter warning,9646,2010-08-19.19:06:15,2
HTMLParser not compliant to XHTML spec,1055864,2010-08-19.18:51:11,2
BytesWarning annoyances {'key': 'value'}.get(b'key'),9636,2010-08-19.17:48:53,2
PyThreadState_Next not thread safe?,1021318,2010-08-19.16:22:08,2
Solaris: reentrancy issues,1018492,2010-08-19.16:10:19,2
SGI (IRIX6.5.24) Problems building nismodule.c,1007223,2010-08-19.15:59:54,2
compiler module doesn't support unicode characters in laiter,999444,2010-08-19.15:38:49,2
Use Py_UCS4 instead of Py_UNICODE in unicodectype.c,5127,2010-08-19.12:56:22,2
Inappropriate error received using socket timeout,805194,2010-08-19.12:33:02,2
remove dead code from py3k imaplib,9638,2010-08-19.07:04:48,2
"threading docs, start error should be specified",904498,2010-08-19.06:29:34,2
pydoc insists upon producing file: URLs,902061,2010-08-19.06:07:03,2
Carbon.CarbonEvt.ReceiveNextEvent args wrong,822005,2010-08-19.00:10:12,2
HTTPResponse.read(amt) fails when response length is UNKNOWN,868571,2010-08-18.23:57:30,2
strftime month name is encoded somehow,836035,2010-08-18.23:07:20,2
simple bsddb interface potential for deadlock with threads,834461,2010-08-18.23:03:04,2
Add statvfs flags to the posix module,7647,2010-08-18.22:46:31,2
regrtest.py -j 2 doesn't work on Windows: remove close_fds=True on Windows,9433,2010-08-18.21:30:46,2
add Solaris errnos,5737,2010-08-18.21:06:05,2
socket.recv() raises MemoryError exception (WindowsXP ONLY),853507,2010-08-18.19:12:02,2
os.popen with invalid mode differs on Windows and POSIX,798520,2010-08-18.18:17:34,2
API Functions for PyArray,762920,2010-08-18.17:20:00,2
"popen2 work, fixes bugs 768649 and 761888",816059,2010-08-18.16:39:46,2
popen2.Popen3 and popen2.Popen4 leaks filedescriptors,761888,2010-08-18.16:39:14,2
Let Email.Utils.parsedate use last 3 timetuple items,748843,2010-08-18.16:17:27,2
find correct socklen_t type,731991,2010-08-18.16:06:46,2
Asynchronous exceptions between threads,502236,2010-08-18.14:21:15,2
HTMLParser attribute parsing bug,683938,2010-08-18.13:15:34,2
change value of local variable in debug,5215,2010-08-18.11:01:03,2
Call _PyGILState_Init() earlier in Py_InitializeEx(),8063,2010-08-17.22:28:14,2
imap handler in urllib(2),618023,2010-08-17.22:23:16,2
subtypable weak references,515073,2010-08-17.21:46:43,2
setobject.c warnings under 64-bit Windows,9612,2010-08-17.20:01:08,2
SIZEOF_SOCKET_T used in longobject.h but undefined,9629,2010-08-17.19:17:23,2
OderedDict.viewitems() does not preserve item order,9626,2010-08-17.19:05:01,2
poplib should support SSL contexts,8807,2010-08-17.16:11:12,2
socket.getaddrinfo() should support keyword arguments,8866,2010-08-17.15:31:26,2
Regrtest failed to clean up temporary directory,9627,2010-08-17.13:37:41,2
dis.show_code() variant that accepts source strings (and returns rather than prints),9147,2010-08-17.13:17:02,2
test_site.py has a couple of stray self.assertTrue calls that test for equality,9623,2010-08-17.08:47:07,2
Add attribute pointing to wrapped function in functools.update_wrapper,9567,2010-08-17.06:18:14,2
Add tests for posix.mknod() and posix.mkfifo(),9569,2010-08-17.01:27:19,2
No way to create an abstract classmethod,5867,2010-08-17.00:53:12,2
configure doesn't set up CFLAGS properly,1104249,2010-08-16.22:52:45,2
relative import broken,7902,2010-08-16.22:44:22,2
Undetected error in exception handling,2548,2010-08-16.21:38:15,2
r74463 causes failures in test_xmlrpc,6724,2010-08-16.20:59:31,2
socket.getaddrinfo needs tests,8857,2010-08-16.20:56:42,2
"Docstrings should refer to help(name), not name.__doc__",8983,2010-08-16.20:22:31,2
pickle bug - recursively memoizing class?,998998,2010-08-16.20:02:38,2
pickle protocol 2 failure on int subclass,1581183,2010-08-16.20:00:40,2
Add PySys_FormatStdout and PySys_FormatStderr functions,9599,2010-08-16.17:37:18,2
test_coercion fails in refleak runs,9145,2010-08-16.16:09:01,2
test_ssl freezes,9619,2010-08-16.01:48:46,2
"copy.deepcopy() copying pointers from a dict/dict/list, should copy values",9616,2010-08-15.22:19:15,2
Building SSL fails under 64-bit Windows,9615,2010-08-15.19:47:13,2
Adding _collections to static build,9545,2010-08-15.14:42:51,2
os.getlogin() should use PEP 383 decoding to match the pwd module,9605,2010-08-15.09:35:17,2
os.initgroups() doesn't accept PEP 383 usernames returned by pwd module,9604,2010-08-15.09:28:09,2
os.ttyname() and os.ctermid() don't decode result according to PEP 383,9603,2010-08-15.09:15:15,2
"Put *.py{,c} in /usr/share for FHS compliance",588756,2010-08-14.20:34:39,2
multiprocessing Pool instantiation crashes on 64 bit 2.6.6rc1 under Windows 7,9600,2010-08-14.19:36:46,2
Infinite floats don't work in compiled modules on windows,757815,2010-08-14.17:54:44,2
Error on handling nan,737648,2010-08-14.17:51:29,2
socket.getaddrinfo() bug for IPv6 enabled platforms,1282647,2010-08-14.15:18:54,2
PC/getpathp.c unused?,9596,2010-08-14.10:22:10,2
-S hides standard dynamic modules,586680,2010-08-14.09:52:10,2
test_heapq: AttributeError: 'int' object has no attribute 'pop',9589,2010-08-14.09:47:21,2
lack of bdist_rpm module raises error on 'setup.py --help-commands',8669,2010-08-14.05:54:01,2
asyncore doesn't handle connection refused correctly,2944,2010-08-14.00:46:44,2
Create PyUnicode_FSDecoder() function,9542,2010-08-14.00:00:29,2
Use computed gotos by default,9203,2010-08-13.22:26:56,2
PC/getpathp.c unused?,9595,2010-08-13.21:52:33,2
Add sys.executable to test_subprocessing.CommandsWithSpaces shell tests,9588,2010-08-13.21:04:04,2
"utf8 codec readlines error after ""\x85 """,9593,2010-08-13.20:54:53,2
Memory Error,9180,2010-08-13.20:08:28,2
"The zipfile module does not check files' CRCs, including in ZipFile.testzip",7467,2010-08-13.19:13:33,2
__init__ TypeError reverses expected vs received args,9590,2010-08-13.18:14:30,2
platform.py: use -b option for file	command	in	_syscmd_file(),9560,2010-08-13.16:30:35,2
Largefile detection in configure fails,9585,2010-08-13.15:43:11,2
New GIL: improve condition variable emulation on NT,8411,2010-08-13.15:13:16,2
PyFile_FromFd() doesn't set the file name,4762,2010-08-13.13:36:35,2
html parser bug related with CDATA sections,9577,2010-08-13.11:51:30,2
zipfile: WindowsError [267] The directory name is invalid,6609,2010-08-13.09:52:40,2
"buildbot: test_curses failure, getmouse() returned ERR",8433,2010-08-13.08:00:31,2
os.listdir() crashes on some long and deep paths in	Windows 7,9575,2010-08-13.07:41:02,2
CharacterEncoderError when reading from sys.stdin from piped input in cmd.exe,9511,2010-08-13.01:09:21,2
discuss mark-as-invalid trick in heapq docs,7734,2010-08-12.22:57:26,2
int() raises UnicodeDecodeError when called on malformed string,9578,2010-08-12.18:09:27,2
2.6.6 rc1 socket.py flush() calls del on unbound 'view' variable,9543,2010-08-12.17:29:55,2
"subprocess.call() fails for .bat files on Windows, if executable path contains parenthesis",5484,2010-08-12.15:40:55,2
test_popen fails when the directory contains a space,1475,2010-08-12.15:00:08,2
"platform.dist(): detect Linux distribution version in a robust, standard way",3937,2010-08-12.02:32:40,2
"pprint, single/multiple items per line parameter",8228,2010-08-11.22:40:08,2
string.Template does not allow step-by-step replacements,1158231,2010-08-11.22:17:47,2
Define Py_VA_COPY macro as a cross-platform replacement for gcc __va_copy,2443,2010-08-11.22:12:59,2
dict init/update accesses internal items of dict derivative,1730480,2010-08-11.20:24:29,2
"The ""lazy strings"" patch",1590352,2010-08-11.20:18:44,2
PEP 383: os.mknod() and os.mkfifo() do not accept surrogateescape arguments,9570,2010-08-11.19:23:18,2
urllib2 tests fail when offline,9446,2010-08-11.18:20:16,2
test_asynchat fails on os x 10.6,7037,2010-08-11.15:31:06,2
buildbot: test_asynchat and test_smtplib failures on Tiger: [Errno 9] Bad file descriptor,8457,2010-08-11.15:30:31,2
test_thread occasionally reports unhandled exceptions on OS X,6186,2010-08-11.15:20:37,2
"BufferedReader may issue additional read, may cause hang when backed by blocking socket",9550,2010-08-11.13:41:29,2
test_urllib2 crashes on OS X 10.3 attempting to retrieve network proxy configuration,8095,2010-08-11.08:27:25,2
buildbot: test_urllib2_localnet failures (Connection refused) on Tiger buildbot,8455,2010-08-11.08:18:07,2
distutils ignores configure's --includedir,1019715,2010-08-11.05:49:28,2
optparse: bad exception handling when giving no value to an option requiring one,9563,2010-08-11.01:14:56,2
socket :  accept() method not working,9565,2010-08-10.23:13:57,2
Define order of Misc/ACKS entries,8834,2010-08-10.22:22:00,2
Test issue.,9564,2010-08-10.22:07:22,2
"int/long discrepancy when formatting zero with ""%.0d""",7335,2010-08-10.21:34:40,2
2 GB limit in array module,9526,2010-08-10.18:31:27,2
"transient crashes on ""x86 XP-4"" buildbot: test_file, test_file2k, test_bsddb3",9555,2010-08-10.17:26:55,2
ConfigParser.SafeConfigParser.set fails when no value provided,9551,2010-08-10.13:11:25,2
argparse: use OrderedDict to store subparsers,9537,2010-08-10.09:49:32,2
argparse wrap tests are sensitive to terminal size,9345,2010-08-10.09:46:58,2
os.listdir inconsistenly releases the GIL on win32,6915,2010-08-10.00:04:32,2
threading.local doesn't support cyclic garbage collecting,3757,2010-08-09.22:51:49,2
inspect.currentframe documentation omits optional depth parameter,6678,2010-08-09.22:03:39,2
"buildbot: if a compile error occurs,	the ""clean"" step is skipped",9546,2010-08-09.21:45:23,2
Default return value in ConfigParser,6751,2010-08-09.21:10:00,2
Patch to add imp.get_codingspec(),3592,2010-08-09.21:01:28,2
"Tiny inconsistency in the orthography of ""url encoded"" in the doc of urllib.parse",7007,2010-08-09.20:18:40,2
iterator length,9547,2010-08-09.18:04:43,2
Backwards compatibility support for Py_ssize_t,1485576,2010-08-09.16:37:59,2
Distutils2 needs a home page,9057,2010-08-09.15:46:24,2
doctest gets line numbers wrong due to quotes in comments,4726,2010-08-09.14:47:23,2
Allow ConfigParser.get*() to take a default value,8666,2010-08-09.13:12:05,2
configparser support for reading from strings and dictionaries,9452,2010-08-09.12:53:41,2
Wrong spelling of distutils options in error messages and docs,7973,2010-08-09.05:59:21,2
"Permit to easily use distutils ""--formats=tar,gztar,bztar"" on all systems",1886,2010-08-09.04:21:07,2
make distutils use the tarfile module,6048,2010-08-09.04:20:05,2
ElementInclude may drop text,6231,2010-08-08.23:10:05,2
etree: Add XPath documentation,2864,2010-08-08.22:22:24,2
Print warning at shutdown if gc.garbage not empty,477863,2010-08-08.22:21:45,2
"I found Python 3.1 xmlrpc lib use ""<param>"" not properly. and i have fixed it.",7977,2010-08-08.22:16:27,2
Stringlib fastsearch can read beyond the front of an array,8530,2010-08-08.22:08:01,2
I/O error during one-liner gives no (!) diagnostic (and fails to return OS error status),5321,2010-08-08.22:06:04,2
libffi update to 3.0.9,8142,2010-08-08.21:51:05,2
test_py3kwarn fails when running the whole test suite,7772,2010-08-08.21:15:30,2
2to3 reapplies fix_dict,9431,2010-08-08.21:00:20,2
test_ioctl may fail when run in background,7564,2010-08-08.18:07:22,2
get status output fix for Win32,1707753,2010-08-08.17:29:27,2
subprocess.call fails with unicode strings in command line,1759845,2010-08-08.17:26:02,2
Dead code in Modules/pyexpat.c,9292,2010-08-08.16:55:29,2
subprocess.py problems errors when calling cmd.exe,1714451,2010-08-08.16:42:28,2
subprocess.Popen does not release process handles if process cannot be started,3210,2010-08-08.16:15:14,2
compile python using MinGW,3456,2010-08-08.14:27:42,2
argparse: combine subparsers with global positional args,9540,2010-08-08.14:26:54,2
urllib2 passes fragment identifier to server,8280,2010-08-08.11:47:46,2
make minidom.toxml() encoding argument useful,3075,2010-08-08.09:38:24,2
"Patch to add ""remove"" method to tempfile.NamedTemporaryFile",5825,2010-08-08.09:35:00,2
Bad example in set tutorial,4570,2010-08-08.01:33:17,2
Add an easy way to provide total ordering now that __cmp__ is deprecated/gone,5479,2010-08-08.01:19:51,2
namedtuple should not hardcode the class name in __repr__,9507,2010-08-08.01:15:11,2
functools.WRAPPER_ASSIGNMENTS should include __annotations__,8814,2010-08-08.00:57:27,2
Bad indentation in urllib import fixer with multiple imports,9386,2010-08-07.23:55:38,2
The doc for DictProxy is missing,1095821,2010-08-07.21:12:15,2
subprocess.Popen can't read file object as stdin after seek,1546442,2010-08-07.21:10:32,2
Add 64-bit Solaris 9 build instructions to README,1306248,2010-08-07.16:37:36,2
Printing Unicode chars from the interpreter in a non-UTF8 terminal raises an error (Py3),5110,2010-08-07.11:44:42,2
IDLE cannot do example 4.1 in tutorial (if statements),9519,2010-08-07.05:04:08,2
ctypes.create_string_buffer should only accept bytes,8306,2010-08-07.01:56:59,2
OrderedDict.__del__ destructor throws AttributeError when process ends up with the exception trace,9534,2010-08-06.22:48:00,2
test_complex.py fails,9531,2010-08-06.21:36:10,2
email 3.0+ stops parsing headers prematurely,1443866,2010-08-06.20:39:35,2
Popen.poll always returns None,2475,2010-08-06.19:52:01,2
vars() dictionary access to generate variables,9515,2010-08-06.19:51:38,2
test_httpservers fails with non-ascii path,7668,2010-08-06.18:50:27,2
Better order in file type descriptions,1566260,2010-08-06.17:42:04,2
Improve GIL in 2.7,8299,2010-08-06.16:50:13,2
Automatic set-to-frozenset conversions not thread-safe,8757,2010-08-06.13:57:28,2
Document sqlite3 vs. threads,3854,2010-08-06.06:12:36,2
webbrowser: open new tab in unobtrusive way,9525,2010-08-06.03:50:47,2
SimpleXMLRPCServer Socket not closed after shutdown call,8506,2010-08-05.20:25:47,2
sqlit3.paramstyle reported as 'qmark',8196,2010-08-05.14:19:29,2
from .foo import * should work,2400,2010-08-05.13:53:27,2
Speed up cPickle's pickling generally,5683,2010-08-05.08:17:01,2
I/O object wrappers shouldn't close their underlying file when deleted.,6361,2010-08-05.07:32:50,2
Speed up pickling of lists in cPickle,5671,2010-08-05.07:28:00,2
cPickle can misread data type,6290,2010-08-05.07:23:49,2
pickling files works with protocol=2.,1474680,2010-08-05.07:20:40,2
2to3 fixer for the removal of operator functions,5077,2010-08-05.07:14:14,2
WindowsError messages are not properly encoded,1754,2010-08-05.00:36:50,2
sqlite3 path is hard coded in setup.py,3467,2010-08-05.00:04:44,2
access to infinitely recursive list,7985,2010-08-04.23:57:48,2
Bug/Patch: Problem with xml/__init__.py when using freeze.py,1985,2010-08-04.23:53:58,2
It is possible to observe a mutating frozenset,8435,2010-08-04.23:45:20,2
time.strptime does not allow same format directive twice,4430,2010-08-04.23:30:09,2
c++ extension module implementation guide/example in extending/embedding documentation,6251,2010-08-04.22:37:00,2
Popen uses 333 times as much CPU as a shell pipe on Mac OS X,8873,2010-08-04.21:58:37,2
_ctypes fails to build on Solaris x86 32-bit (Sun compiler),1544339,2010-08-04.21:36:02,2
Make float.__str__ behave identically to float.__repr__,9337,2010-08-04.20:57:08,2
Curses segfaulting in FreeBSD/amd64,6091,2010-08-04.20:02:41,2
Undefined behaviour in _PyFloat_Pack4,9190,2010-08-04.19:09:29,2
stdtypes.rst should refer to sys.float_info,9498,2010-08-04.18:49:59,2
TypeError in urllib when trying to use HTTP authentication,8123,2010-08-04.17:52:36,2
"SSL issues on ""Ubuntu i386"" buildbots",9415,2010-08-04.17:49:52,2
test_multiprocessing skipped on Windows,9513,2010-08-04.16:23:35,2
Problems with Belarusian Latin locale,2178,2010-08-04.16:00:20,2
Unittests for Lib/rlcompleter.py,9496,2010-08-04.15:57:46,2
py2_test_grammar.py contains invalid syntax for 2.6,8241,2010-08-04.15:47:59,2
User code should not be able to rebind gc.garbage,9505,2010-08-04.15:08:01,2
test_asynchat fails on Mac OSX,5798,2010-08-04.14:43:18,2
asyncore calls handle_write() on closed sockets when use_poll=True,4690,2010-08-04.09:58:34,2
sched.py module doesn't have a test suite,8687,2010-08-04.09:30:04,2
Bus error on OS X while unittest'ing QT app,9502,2010-08-04.06:07:10,2
re.split doesn't split with zero-width regex,3262,2010-08-04.05:05:56,2
urlparse goes wrong with IP:port without scheme,754016,2010-08-04.04:56:30,2
Inconsistent error types/messages for __len__ (and __nonzero__) between old and new-style classes,7942,2010-08-04.03:56:55,2
ctypes not converting None to Null in 64-bit system,7505,2010-08-04.03:40:25,2
Hang in Popen.wait() when another process has been created,5898,2010-08-04.03:13:57,2
email.Header.decode_header() doesn't work if encoded-word was separeted by CRLF,4491,2010-08-04.02:40:54,2
Crash in PyObject_Malloc,1758146,2010-08-04.01:15:34,2
email/header.py doesn't handle Base64 headers that have been insufficiently padded.,3169,2010-08-04.00:07:19,2
doctest runner cannot handle non-ascii characters,1293741,2010-08-03.23:53:47,2
doctest doesn't treat unicode literals as specified by the file declared encoding,2811,2010-08-03.23:53:08,2
document ConfigParser behaviour when a file has same section multiple times,2204,2010-08-03.21:54:10,2
asyncore.close_all() should call x.handle_close() instead of x.close(),9413,2010-08-03.21:36:55,2
buildbot: test_httpservers failure (No module named operator),8447,2010-08-03.21:34:21,2
Non-existant directory in sys.path prevents further imports,6636,2010-08-03.21:32:55,2
No deprecation warning for list comprehension leak conflict,6580,2010-08-03.21:31:39,2
#ifdef linux is incorrect; should be #ifdef __linux__ (preferred standard),6558,2010-08-03.21:26:37,2
