title,id,activity,status
"PyUnicode_AsEncodedString, PyUnicode_Decode: add fast-path for ""us-ascii"" encoding",27938,2016-09-10.11:14:31,2
bool % int has inconsistent return type.,27792,2016-09-10.10:54:57,2
Autodetecting JSON encoding,17909,2016-09-10.10:24:12,2
accept bytes in json.loads(),10976,2016-09-10.10:21:47,2
sizeof unit tests fail on ARMv7,28056,2016-09-10.08:13:51,2
Cross compilation fails in regen,28018,2016-09-10.07:37:22,2
Tests for pdb import ~/.pdbrc,18401,2016-09-10.07:16:31,2
itertools.count() falls back to fast (integer) mode when step rounds to 1,28019,2016-09-10.07:11:34,2
Apostrophe is not replace with &apos; ElementTree.tostring (also in Element.write),27899,2016-09-10.05:13:24,2
x86 Tiger buildbot needs __future__ with_statement,28039,2016-09-10.05:12:12,2
PEP 509: Add ma_version to PyDictObject,26058,2016-09-10.04:52:35,2
Warnings (45) building Doc/library/email.*.rst,28057,2016-09-10.04:46:01,2
"If new email policies are used, default message factory should be EmailMessage",20476,2016-09-10.04:25:34,2
Updating old C:/Windows/System32/ucrtbased.dll,27705,2016-09-10.04:09:46,2
Add _PyObject_FastCallKeywords(): avoid the creation of a temporary dictionary for keyword arguments,27830,2016-09-10.03:36:41,2
"Implement the formatting part of PEP 515, '_' in numeric literals.",27080,2016-09-10.03:08:14,2
TarFile expose copyfileobj bufsize to improve throughput,27199,2016-09-10.02:51:11,2
Add SystemTap static markers,14776,2016-09-10.02:15:33,2
Add DTrace probes,13405,2016-09-10.02:13:31,2
Wrong initialization of python path with embeddable distribution,27516,2016-09-10.01:53:08,2
Issue when building PGO,27520,2016-09-10.01:51:25,2
2.7.12 Windows Installer package broken.,27564,2016-09-10.01:44:03,2
Tools/freeze/winmakemakefile.py clean target should use 'del' instead of 'rm',27566,2016-09-10.01:42:47,2
"Windows: support path longer than 260 bytes using ""\\?\"" prefix",18199,2016-09-10.01:31:15,2
platform.release() incorrect in Python 3.5.2 on Windows 2008ServerR2,27890,2016-09-10.01:29:12,2
bluetooth.h on big endian needs GNU C extensions,28017,2016-09-10.01:08:38,2
ensurepip/venv broken on Windows if path includes unicode,25758,2016-09-10.00:35:46,2
"the reply's additional ""Re:"" is ok",27951,2016-09-10.00:15:37,2
mailcap does not respect precedence in the presence of wildcards,14977,2016-09-10.00:10:59,2
Add slicing support to collections.deque,17394,2016-09-10.00:07:04,2
Deprecate building with bundled copy of libffi on non-Darwin POSIX platforms,27976,2016-09-10.00:01:35,2
urllib doesn't put Accept: */* in the headers,22450,2016-09-09.23:48:48,2
"3.5 Win install fails with ""TARGETDIR""",25144,2016-09-09.23:40:57,2
OpenSSL causes buffer overrun exception,24186,2016-09-09.23:19:42,2
"queue.Queue() is not reentrant, so signals and GC can cause deadlocks",14976,2016-09-09.22:59:25,2
The __module__ attribute of non-heap classes is not interned,25856,2016-09-09.21:58:55,2
Implement PEP 526,27985,2016-09-09.21:48:16,2
Provide IDLE menu option to set command-line arguments,23665,2016-09-09.21:40:57,2
make distclean clobbers Lib/plat-darwin/*,27986,2016-09-09.21:21:37,2
Use pickle protocol 4 by default?,23403,2016-09-09.21:04:52,2
Use highest pickle protocol in multiprocessing,26507,2016-09-09.21:02:12,2
Remove a now-unnecessary workaround from importlib._bootstrap.,24320,2016-09-09.20:42:21,2
"Typo and broken links in page ""What's New In Python 3.5""",28051,2016-09-09.20:26:34,2
multiprocessing.pool.AsyncResult.get() messes up exceptions,9400,2016-09-09.20:19:57,2
Cannot install 3.5.2 with 3.6.0a1 installed,27314,2016-09-09.20:19:22,2
move quick search box above TOC,19489,2016-09-09.20:16:19,2
make buildbottest when configured --with-optimizations can cause a recompile?,28035,2016-09-09.19:27:40,2
Windows install problems,27569,2016-09-09.19:12:22,2
msilib.OpenDatabase Type Confusion,24594,2016-09-09.19:10:34,2
An unexpected difference between dict and OrderedDict,27576,2016-09-09.19:07:14,2
email set_content does not always use the correct  line length for the base64 CTE,28047,2016-09-09.19:01:29,2
Add documentation for typing.Awaitable and friends,28049,2016-09-09.18:55:46,2
3.5.1 install fails on Windows Server 2008 R2 64-bit,26619,2016-09-09.18:49:24,2
test_capi test fails because of mismatched newlines,22731,2016-09-09.18:48:06,2
Inconsistent behavior with KeyboardInterrupt and asyncio futures,26455,2016-09-09.18:41:34,2
x format of % operator broken in Python 3.5.2,27672,2016-09-09.18:35:41,2
Inconsistent cmath.log behaviour,22544,2016-09-09.18:32:34,2
2.7.11 Windows Installer issues on Win2008R2,26132,2016-09-09.18:08:18,2
"Make ""global after use"" a SyntaxError",27999,2016-09-09.16:53:54,2
Python accepts SSL certificate that should be rejected on OSX,24646,2016-09-09.16:51:06,2
Enable all freebsd* host platforms,19554,2016-09-09.16:48:07,2
"The Linux2 platform definition is incorrect for alpha, hppa, mips, sparc",3990,2016-09-09.16:46:51,2
update Lib/plat-linux2/IN.py,1565071,2016-09-09.16:41:58,2
Automatically regenerate platform-specific modules,12619,2016-09-09.16:41:42,2
Remove com2ann script (will be in separate repo),28038,2016-09-09.16:11:23,2
Broken encoding modules are silently skipped.,28005,2016-09-09.15:59:19,2
Add 'oem' encoding,27959,2016-09-09.15:58:00,2
configparser.__all__ is incomplete,27106,2016-09-09.07:55:11,2
platform.architecture does not correctly escape argument to /usr/bin/file,16112,2016-09-09.07:38:04,2
PEP 525 asynchronous generators implementation,28003,2016-09-09.07:06:25,2
Clarify forward annotations in PEP 484,26982,2016-09-09.04:06:16,2
Generator._encoded_EMTPY misspelling in email package,27630,2016-09-09.02:30:10,2
"local var in ""for v in iter"" modify the uplevel var value.",28034,2016-09-09.02:20:14,2
dictobject.c comment misspelling,28033,2016-09-09.00:57:49,2
Pyhton27.dll at SysWOW64 not updated when updating Python 2.7.X,23065,2016-09-09.00:08:44,2
X509 cert with GEN_RID subject alt name causes SytemError,27691,2016-09-09.00:05:05,2
distutils should check PyPI certs when connecting to it,20050,2016-09-08.23:59:45,2
dbhash/bsddb leaks random memory fragments to a database,21324,2016-09-08.23:56:49,2
the system keyring should be used instead of ~/.pypirc,17096,2016-09-08.23:48:36,2
__call__.__call__ chain cause crash when long enough,9743,2016-09-08.23:32:29,2
Python 3.3/3.4 installation issue on OpenSUSE lib/lib64 folders,15631,2016-09-08.23:23:46,2
python 2.7.11 mod_wsgi regression on windows,25883,2016-09-08.23:11:48,2
Issue with ftplib.FTP_TLS and server forcing SSL connection reuse,25437,2016-09-08.23:09:48,2
Python 3.2.2 and 3.5.0 Do not seem compatible with OpenSSL 1.0.2d on Solaris 10,25158,2016-09-08.23:08:20,2
SSL operations cause entire process to hang,23531,2016-09-08.23:01:57,2
ssl blocking IO errors should inherit BlockingIOError,22252,2016-09-08.23:00:04,2
"Add env vars for controlling building sqlite, hashlib and ssl",5575,2016-09-08.22:53:12,2
Add /usr/sfw/lib to OpenSSL search path for Solaris.,7836,2016-09-08.22:52:13,2
xmlrpc / httplib changes to allow for certificate verification,13856,2016-09-08.22:51:12,2
'collections.abc' is no longer defined when collections is imported,20784,2016-09-08.22:49:26,2
Sometimes urllib2 raises URLError when trying POST with httpS,19057,2016-09-08.22:46:01,2
--with-lto builds segfault in many situations,28032,2016-09-08.22:45:50,2
SSH upload for distutils,17121,2016-09-08.22:43:05,2
internal_setblocking() doesn't check return value of fcntl(),18550,2016-09-08.22:35:53,2
set_display evaluation order doesn't match documented behaviour,26020,2016-09-08.22:32:50,2
Update pathlib.resolve() to match os.path.realpath(),28031,2016-09-08.21:39:32,2
CPython build options for out-of-the box performance,26359,2016-09-08.21:34:14,2
http.client.HTTPConnection.putrequest incorrect arguments,28010,2016-09-08.21:30:43,2
Update the language reference for PEP 468.,28030,2016-09-08.21:03:26,2
importlib.h should be regenerated when the marshaling code changes,15352,2016-09-08.20:42:41,2
Add support for using a default CTE of '8bit' to MIMEText,12553,2016-09-08.20:31:46,2
Add special case for latin messages in email.mime.text,15016,2016-09-08.20:29:42,2
mailbox: add method to delete mailbox,20328,2016-09-08.20:20:41,2
Uninformative error message in multiprocessing.Manager(),21201,2016-09-08.19:53:36,2
Use _set_thread_local_invalid_parameter_handler in posixmodule,23524,2016-09-08.18:22:05,2
module_from_spec() should raise an error in 3.6,28026,2016-09-08.18:15:10,2
"Add example to tutorial namespace doc, section 9.2",20683,2016-09-08.18:14:21,2
Evalute all import-related modules for best practices,21062,2016-09-08.18:04:10,2
Import fails when doing a circular import involving an `import *`,23447,2016-09-08.18:02:27,2
_ssl.enum_certificates() fails with ERROR_ACCESS_DENIED if python.exe run with low integrity level,25939,2016-09-08.17:34:35,2
Add title to examples in importlib docs,27853,2016-09-08.17:13:50,2
Charset instance not passed to set_payload(),27445,2016-09-08.16:59:30,2
Take the new email package features out of provisional status,24277,2016-09-08.16:50:56,2
pkgutil.find_loader accepts invalid module names,15272,2016-09-08.16:40:11,2
Calculating wrong modulus manually,28021,2016-09-08.16:14:46,2
test_ssl: try more protocols in test_options(),24930,2016-09-08.15:39:40,2
test_ssl: fails on recent libressl with SSLV3_ALERT_HANDSHAKE_FAILURE,23845,2016-09-08.15:36:07,2
test_ssl: failures on OpenBSD with LibreSSL,23177,2016-09-08.15:32:28,2
SSL session management,8106,2016-09-08.15:28:50,2
Issue with ssl package,24545,2016-09-08.15:26:50,2
ssl - SSL_OP_NO_TICKET not reimplemented,24542,2016-09-08.15:25:17,2
ssl.wrap_socket doesn't handle virtual TLS hosts,23843,2016-09-08.15:22:12,2
openssl init 100% CPU  utilization on Windows,20924,2016-09-08.15:19:24,2
make_ssl_data.py in Python 2.7.9 needs Python 3 to run,23274,2016-09-08.15:13:23,2
smtplib.SMTP.starttls' documentation is just confusing,22301,2016-09-08.15:02:04,2
"Error in urllib2.do_open(self, http_class, req)",9423,2016-09-08.14:59:39,2
test_ssl with connect_ex don't handle unreachable server correctly,16763,2016-09-08.14:59:03,2
ssl.wrap_socket fails on Windows 7 when specifying ca_certs,21830,2016-09-08.14:57:53,2
ssl.getpeercert() should include extensions,20469,2016-09-08.14:53:32,2
"SSL/TLS sni use in smtp,pop,imap,nntp,ftp client libs by default",10852,2016-09-08.14:44:08,2
Python SSL support is missing from SPARC build,18029,2016-09-08.14:39:33,2
_ssl module overwrites existing thread safety callbacks,7672,2016-09-08.14:34:55,2
imaplib should provide a means to validate a remote server ssl certificate(s),10274,2016-09-08.14:28:18,2
Make OpenSSL module compatible with OpenSSL 1.1.0,26470,2016-09-08.14:19:46,2
Python 3 logging HTTPHandler doesn't implement a standard http basic authorize,28020,2016-09-08.14:04:48,2
Fix possible bugs when setting sqlite3.Connection.isolation_level,27881,2016-09-08.13:24:25,2
"Add recipe for ""valueless"" Enums to docs",27877,2016-09-08.13:15:05,2
Cannot modify dictionaries inside dictionaries using Managers from multiprocessing,6766,2016-09-08.13:13:59,2
Ill-formed surrogates not treated as errors during encoding/decoding,3672,2016-09-08.12:47:50,2
add BLAKE2 to hashlib,26798,2016-09-08.11:41:00,2
Add SHA-3 and SHAKE (Keccak) support,16113,2016-09-08.11:35:17,2
test_dummy_thread.py test coverage improvement,11551,2016-09-08.09:48:51,2
PPC64 Fedora socket and ssl compile failure,28013,2016-09-08.09:45:13,2
Improve unpickling errors handling,25761,2016-09-08.08:07:23,2
"""Cannot perform PGO build because llvm-profdata was not found in PATH"" error upon make",27983,2016-09-08.07:10:26,2
winreg KEY_READ also fails for some keys,28011,2016-09-08.06:32:55,2
"Avoid memcpy(. . ., NULL, 0) etc calls",27570,2016-09-08.06:11:34,2
Spelling fixes,27895,2016-09-08.05:50:21,2
In the argparse there are typos with endings in plural words,27993,2016-09-08.05:44:37,2
no PGO for built-in modules with `make profile-opt`,26307,2016-09-08.05:33:30,2
Crash when modifying sys.modules during import,15578,2016-09-08.05:26:28,2
Strange interaction between methods in subclass of C OrderedDict,28014,2016-09-08.03:41:20,2
Spam,28012,2016-09-08.02:50:19,2
Update importlib to accept pathlib.Path objects,26667,2016-09-08.01:41:19,2
pkgutil.iter_modules and walk_packages should return a namedtuple,17211,2016-09-08.01:39:20,2
logging's QueueListener drops log messages,27930,2016-09-08.00:25:23,2
Unconditionally state when a build succeeds,27868,2016-09-08.00:11:39,2
Unnecessary error checks in exec_builtin_or_dynamic,27911,2016-09-08.00:01:37,2
add ModuleNotFoundError,15767,2016-09-07.23:58:40,2
http.client splits headers on non-\r\n characters,22233,2016-09-07.22:44:26,2
Remove tracing overhead from the fine-grained fast opcodes,28006,2016-09-07.21:39:31,2
email module should not allow some header field repetitions,10839,2016-09-07.21:02:14,2
Add a policy argument to email.mime.MIMEBase,27331,2016-09-07.20:50:47,2
math.isnan(int) and math.isinf(int) should not raise OverflowError,27975,2016-09-07.18:28:12,2
TypeError in smtpd module with string arguments,26209,2016-09-07.18:11:15,2
email iter_attachments can mutate the payload,27988,2016-09-07.17:43:38,2
f-strings: do not allow backslashes,27921,2016-09-07.17:19:58,2
test_coroutines generates some warnings,27968,2016-09-07.16:51:01,2
Faster unicode-escape and raw-unicode-escape codecs,16334,2016-09-07.14:19:28,2
Python 3 ssl module can't use a fileno to create a SSLSocket,27996,2016-09-07.12:37:24,2
Use scandir() to speed up pathlib globbing,26032,2016-09-07.11:18:35,2
Use scandir() to speed up the glob module,25596,2016-09-07.11:10:52,2
pkgutil docs should reference glossary terms not PEP 302,20842,2016-09-07.07:53:45,2
"mix-up with the terms 'importer', 'finder', 'loader' in the import system and related code",26896,2016-09-07.07:53:45,2
"Multi-phase extension module initialization, inconsistent exceptions and conflicts between code and PEP",27782,2016-09-07.06:06:00,2
Add alternative random number generators,12754,2016-09-07.05:55:59,2
Opt-out of MAX_PATH on Windows 10,27731,2016-09-07.05:44:31,2
PEP 524: Make os.urandom() blocking on Linux,27776,2016-09-07.04:30:09,2
Add documentation for typing.Type,27905,2016-09-07.04:14:27,2
subprocess seems to use local encoding and give no choice,6135,2016-09-07.03:18:30,2
"Summarize issues related to urandom, getrandom etc in secrets documentation",27293,2016-09-07.02:37:36,2
"Add random.cryptorandom() and random.pseudorandom, deprecate os.urandom()",27279,2016-09-07.02:35:31,2
secrets should use getrandom() on Linux,27288,2016-09-07.02:31:27,2
weakref subclass segfault,3100,2016-09-07.00:22:35,2
Add float linspace recipe to docs,23226,2016-09-06.23:36:31,2
CPython fails to build modules with LLVM LTO on Mac OS X,21122,2016-09-06.23:22:25,2
Remove dead code in importlib._bootstrap,27974,2016-09-06.23:21:52,2
sqlite3 doesn't have unit tests for 'insert or [algorithm]' functionality.,21250,2016-09-06.23:07:57,2
Update os/os.path docs to mention path-like object support,27872,2016-09-06.22:59:31,2
Update os.path for PEP 519/__fspath__(),27524,2016-09-06.22:59:12,2
Support Path objects in the posix module,26027,2016-09-06.22:59:12,2
Allow keyword arguments in winsound,27982,2016-09-06.21:35:54,2
